"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","symbol","genename"
"AT5G36140",3.65026734914042,5.4179111125294,2.79949890337463,0.000369294120053551,0.00612064863323537,"AT5G36140","CYP716A2","member of CYP716A"
"AT2G29995",233.430700166042,1.05039603077969,0.368672713528669,0.000372174064724178,0.00616350824724101,"AT2G29995",NA,NA
"AT4G23890",22.6298860652138,1.49639102319572,0.552312991880119,0.000390786741839242,0.00638599752876193,"AT4G23890","CRR31",NA
"AT1G09080",11.2039653035917,1.85048012642317,0.698027563993715,0.00040456118546894,0.00655996118680727,"AT1G09080","BIP3",NA
"AT4G17870",1649.78573861368,1.24148329716178,0.44809809882504,0.000408946230371427,0.00659535897382103,"AT4G17870","PYR1","Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2."
"AT1G62980",85.9302598337131,1.07667012370467,0.383524879857263,0.000415158461658726,0.00666989448822746,"AT1G62980","ATEXP18","Alpha-expansin 18. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)"
"AT2G35290",12.7268644431047,1.73816145418733,0.657935032595628,0.000419820134492142,0.00673962399675516,"AT2G35290","SAUR79",NA
"AT3G02493",13.0711109825924,1.87328935536327,0.70672689229453,0.000424582318309689,0.00680045293023754,"AT3G02493","DVL2",NA
"AT5G45240",19.6258500414296,1.67421410043898,0.652803129470814,0.000444195977132073,0.00702338827794196,"AT5G45240",NA,NA
"AT5G60650",33.4158971304078,1.15595493333743,0.425631893065325,0.000464219053266189,0.00723091877472431,"AT5G60650",NA,NA
"AT1G33090",10.7874940733791,1.70941932320236,0.652660725660884,0.000470059933827695,0.00727863853222412,"AT1G33090",NA,NA
"AT2G18050",57.6121749585437,1.35481301820336,0.514264698443685,0.000472298349721246,0.0073025126845543,"AT2G18050","HIS1-3","encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA."
"AT4G31940",5.15461230681001,4.25053336284053,1.80726093061015,0.000476779308033675,0.0073609388602607,"AT4G31940","CYP82C4","member of CYP82C"
"AT2G07811",151.550933199842,1.42812847680608,0.546675447231783,0.000480628977831744,0.00739315271402813,"AT2G07811",NA,NA
"AT5G14740",150.102235878529,3.06441642733885,1.32145328151778,0.000497085355532362,0.00758285788132603,"AT5G14740","BETA","Encodes a beta carbonic anhydrase likely to be localized in the cytoplasm.  Expression of its mRNA is seen in etiolated seedlings and points to a possible nonphotosynthetic role for this isoform."
"AT4G18425",19.0661523017794,1.18991706140215,0.437763409653021,0.000503268455396659,0.00761843063960025,"AT4G18425","DMP4",NA
"AT4G35190",15.465882721125,1.41403567720153,0.53516606138172,0.000507303091144679,0.00766843302735352,"AT4G35190","LOG5",NA
"AT4G15765",53.6551541528815,1.01554000341853,0.368173549668053,0.000508387349405557,0.00767928614383062,"AT4G15765",NA,NA
"AT2G07715",265.049125865187,1.3709885676946,0.530203129638046,0.00053667749539436,0.00798947037289493,"AT2G07715",NA,NA
"AT3G09280",20.894486169715,1.45562519621382,0.574403741097293,0.000563718704741857,0.00827364045565041,"AT3G09280",NA,NA
"AT3G50770",25.9329069018262,1.22133025135218,0.459704164598055,0.000563914538353737,0.00827364045565041,"AT3G50770","CML41",NA
"AT5G06165",24.1409309858677,1.23582278278866,0.474056414341565,0.000577221000481767,0.0084275873928278,"AT5G06165",NA,NA
"AT2G25720",193.924440764858,1.08025565035575,0.404279106774182,0.000586799133788622,0.00850818163140543,"AT2G25720",NA,NA
"AT4G26790",26.2867787583374,1.24591510598511,0.475069853530606,0.000586484553248787,0.00850818163140543,"AT4G26790","GGL23",NA
"AT3G27250",7.80357214271014,2.2038011768153,0.903906629412955,0.000596889142058162,0.0086068622781234,"AT3G27250","AITR1",NA
"AT3G45080",18.6474294012991,1.18620121168337,0.446645754314323,0.000599927631935664,0.00863286391980997,"AT3G45080",NA,NA
"AT1G66080",29.7707826436597,1.06404406307416,0.397442662287145,0.000604677307229012,0.00866552592164284,"AT1G66080","HKL",NA
"AT3G57157",27.954493490879,1.35294288600098,0.52821497116359,0.000604649911525487,0.00866552592164284,"AT3G57157",NA,NA
"AT3G43654",53.5715138635193,1.31143850634496,0.514717317889608,0.000606335270945593,0.00867742340658382,"AT3G43654",NA,NA
"AT1G29000",29.2386302652617,1.55347906739765,0.634122260640048,0.000648254483406146,0.00911556237363732,"AT1G29000","AtHMP06",NA
"AT4G22630",12.3366234548197,2.28263699049075,0.948063091085393,0.000657508726462118,0.00916908663277015,"AT4G22630","LTPG27",NA
"AT1G60360",20.2098446859652,1.20257140540175,0.464769685733606,0.00066557915610273,0.0092222655557984,"AT1G60360","BTL17",NA
"AT5G17350",52.7002809359468,1.50240356761712,0.60971328644505,0.000669116165533128,0.00925567834392845,"AT5G17350",NA,NA
"AT5G36130",2.50493328793231,4.73177176307694,2.67259975674263,0.000675184398468916,0.00930697968329999,"AT5G36130",NA,NA
"AT3G11591",19.5558812718334,1.52879752679383,0.631002247150442,0.000701301204139917,0.00959131183691943,"AT3G11591",NA,NA
"AT5G59760",34.1567322277102,1.16796936541438,0.455263127888594,0.000707231781651201,0.00961189844268478,"AT5G59760",NA,NA
"AT5G67140",27.3372580619326,1.18978844236209,0.459399074165539,0.000705716694201492,0.00961189844268478,"AT5G67140",NA,NA
"AT1G62420",11.3777607861303,2.94341649140641,1.27535998217574,0.000710254702750377,0.00961963830611396,"AT1G62420","RXR3",NA
"AT1G18870",53.7658706045519,1.19209544892652,0.468343955868213,0.00071693679442594,0.00968511393810196,"AT1G18870","ATICS2","Encodes a protein with isochorismate synthase activity involved in phylloquinone biosynthesis. Mutant studies of this gene's function suggest that its function is redundant with that of ICS1 (AT1G7410)."
"AT1G05680",4.69562749941996,3.86953564907638,1.85340326039397,0.000720947215700283,0.00971279809768018,"AT1G05680","UGT74E2","Encodes a UDP-glucosyltransferase, UGT74E2,  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment."
"AT3G09480",23.1964437055247,1.17269546482741,0.461898705609351,0.000761148794419123,0.0101193694507237,"AT3G09480","HTB7",NA
"AT1G54575",14.5048297465783,1.76944061118417,0.761403032238687,0.000762661741921143,0.0101330583530537,"AT1G54575",NA,NA
"AT1G07900",7.82586207075084,2.01874653576588,0.821983993882,0.000770719188673325,0.0102013248167455,"AT1G07900","LBD1",NA
"AT1G73220",16.4557897603528,1.28478760957926,0.511936472660018,0.000773295567472395,0.0102160774213146,"AT1G73220","AtOCT1",NA
"AT2G07663",7.31946470769966,1.88431191739155,0.786213479993567,0.000805957359407915,0.0104954670790971,"AT2G07663",NA,NA
"ATMG00530",7.31946470769966,1.88431191739155,0.786213479993567,0.000805957359407915,0.0104954670790971,"ATMG00530","ORF109","hypothetical protein"
"AT3G05400",10.6740116446936,2.17060390343098,0.93959767080462,0.000807621424473756,0.0104975764324344,"AT3G05400",NA,NA
"AT5G42600",33.2313099133379,2.75261389621112,1.28204536848356,0.000851608585268899,0.0108342388341916,"AT5G42600","MRN1","Encodes an oxidosqualene synthase that produces the monocyclic triterpene marneral."
"AT1G20390",37.6491471749851,1.20995735019928,0.491479859446849,0.000858679785237865,0.010871564756296,"AT1G20390",NA,NA
"AT2G18938",10.2955011177174,2.03039000370497,0.893785048256302,0.000858235846293898,0.010871564756296,"AT2G18938",NA,NA
"AT5G63130",17.0726661710944,1.29433546589899,0.524979359090016,0.000858031641061169,0.010871564756296,"AT5G63130",NA,NA
"ATCG00400",14.279327817453,2.02687097096406,0.913610091812986,0.000881506501221023,0.0110536275745215,"ATCG00400",NA,NA
"AT1G76770",11.2160081441365,1.74507946440242,0.748138946596742,0.00093117814722542,0.0115074093108641,"AT1G76770","ACD28.7",NA
"AT5G36150",2.50104869012989,4.64596253172982,2.73482528862534,0.000939276828337675,0.0115840458723104,"AT5G36150","ATPEN3",NA
"AT2G07719",70.0870476319337,1.55695190459853,0.681580102370551,0.000940763417281978,0.0115927060901631,"AT2G07719",NA,NA
"AT4G25220",61.1781641279822,1.06442524582319,0.425477411920736,0.000980533383501197,0.011917601691876,"AT4G25220","AtG3Pp2",NA
"AT2G46400",48.761711622805,1.18046235999999,0.4863779178083,0.000988610950371336,0.0119810503962344,"AT2G46400","ATWRKY46","member of WRKY Transcription Factor; Group III"
"AT3G47710",11.3310544058703,1.61426806922896,0.691285560131194,0.000993346296788856,0.01203148380039,"AT3G47710","BHLH161","BNQ3 belongs to a family of  atypical non-DNA binding basic helix-loop-helix (bHLH) proteins that heterodimerize with and negatively regulate bHLH  transcription factors. Directly and negatively regulated by AP3 and PI in petals. Required for appropriate regulation of flowering time.May also have a role in regulating light responses."
"AT2G42760",322.463857708856,1.08641855907827,0.442613369426166,0.00102606729261548,0.0123139821734266,"AT2G42760",NA,NA
"AT1G64970",12.2435605250895,1.3870750741759,0.592868518242657,0.0010787271011853,0.0126988166218142,"AT1G64970","G-TMT","gamma-tocopherol methyltransferase (g-TMT) mRNA, nuclear; mutant has Deficient in alpha and beta tocopherol; Accumulates gamma tocopherol in leaves"
"AT5G66580",33.7294023004417,1.01689443773199,0.409923217849697,0.00108573754124397,0.0127440965111701,"AT5G66580",NA,NA
"AT5G62100",21.1772065775235,1.21205596216724,0.505344475345467,0.00108827604734566,0.0127539382943818,"AT5G62100","ATBAG2","A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development."
"AT3G48740",15.2371880816763,1.79897765808523,0.805809512979665,0.00109688945672576,0.0128119132867478,"AT3G48740","AtSWEET11",NA
"AT2G35850",13.3191728848471,2.63812220346823,1.27086624217091,0.00111212853895264,0.0128768776772822,"AT2G35850",NA,NA
"AT4G29340",20.4273564273551,1.07213675912215,0.435879605336851,0.00111339552523385,0.0128768776772822,"AT4G29340","AtPRF4","Profilin is a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton in eukaryotes, including higher plants. PRF4 and PRF5 are late pollen-specific and are not detectable in other cell types of the plant body including microspores and root hairs. Immunocytochemical studies at the subcellular level reveal that both the constitutive and pollen-specific profilins are abundant in the cytoplasm. In vegetative cell types, such as root apical cells, profilins showed localization to nuclei in addition to the cytoplasmic staining."
"AT5G60630",23.3683762482683,1.16827346672581,0.485073419152067,0.00111165802211407,0.0128768776772822,"AT5G60630",NA,NA
"AT4G29780",174.44803650301,1.08744255541053,0.448927949140027,0.00113843234707243,0.01306424334358,"AT4G29780",NA,NA
"ATCG00900",69.1129812034019,1.39069024627443,0.617942617896887,0.00115786917721045,0.0132026610519443,"ATCG00900","RPS7","encodes a chloroplast ribosomal protein S7, a constituent of the small subunit of the ribosomal complex"
"ATCG01240",69.1129812034019,1.39069024627443,0.617942617896887,0.00115786917721045,0.0132026610519443,"ATCG01240","RPS7.2","30S chloroplast ribosomal protein S7"
"AT1G29860",27.0766148487218,1.05588301372703,0.432216448615662,0.00116105230329797,0.0132296861907311,"AT1G29860","ATWRKY71","member of WRKY Transcription Factor; Group II-c"
"AT3G18777",65.5416274687515,1.31166325680032,0.573735695900631,0.00116478941603227,0.0132506646210161,"AT3G18777",NA,NA
"AT4G21210",99.0327226342946,1.35122342197707,0.596003000904205,0.00117039337764171,0.0132770586920088,"AT4G21210","ATRP1","Encodes a PPDK regulatory protein that has both protein kinase and protein phosphatase activities towards PPDK (pyruvate orthophosphate dikinase)."
"AT3G14530",36.3524019616328,1.0361655959872,0.42367505487261,0.0011749380977217,0.0132919876761989,"AT3G14530","AtGGPS6",NA
"AT3G61410",44.1641103534896,1.03544158431742,0.424890172017478,0.00118319301047297,0.0133370025040732,"AT3G61410",NA,NA
"AT5G24880",85.659131890995,1.34173667477956,0.596158878134135,0.00121107225392379,0.0135276190068014,"AT5G24880",NA,NA
"AT1G74110",5.62027400658096,2.54312767845824,1.11105260405629,0.00121272972725555,0.0135317144553698,"AT1G74110","CYP78A10","member of CYP78A"
"AT5G50800",12.6887993837136,1.28012092262435,0.548709349106163,0.00121778823740444,0.0135809298858625,"AT5G50800","AtSWEET13",NA
"AT3G57765",350.279138484859,1.14642129509671,0.488145435110178,0.00123080873076788,0.0136635088193103,"AT3G57765",NA,NA
"AT1G13510",20.9548990998189,1.14171737859321,0.480128217773901,0.00123524341876937,0.0136826492692155,"AT1G13510",NA,NA
"AT3G47070",32.0976160791405,1.35901656504897,0.602882715851376,0.00123539325892516,0.0136826492692155,"AT3G47070",NA,NA
"AT3G46890",17.0444635549906,1.27173943907019,0.546974538889552,0.00125785843047159,0.013840785662295,"AT3G46890",NA,NA
"AT5G59990",10.3404181799182,1.63631683822519,0.744462920299322,0.00131256742309473,0.014185200305466,"AT5G59990",NA,NA
"AT5G43970",1134.85890696106,1.11489134881831,0.476978698200997,0.00135762847550338,0.0145224686823489,"AT5G43970","ATTOM22-V","Subunit of the TOM complex, a translocase in the outer mitochondrial membrane that selectively allows proteins with a mitochondrial targeting sequence to enter the mitochondrion."
"AT3G12900",46.0253130315977,2.9239205541007,1.69376965295608,0.00141559431134679,0.0149538010345336,"AT3G12900","S8H",NA
"ATCG00150",17.297459704254,1.07205228977668,0.455688454561662,0.00142287390880506,0.0149834125424445,"ATCG00150","ATPI","Encodes a subunit of ATPase complex CF0, which is a proton channel that supplies the proton motive force to drive ATP synthesis by CF1 portion of the complex."
"ATCG01010",39.5893273710552,1.50059681409676,0.715838420926197,0.00143218691746963,0.0150533836533508,"ATCG01010","NDHF","Chloroplast encoded  NADH dehydrogenase unit."
"AT3G26070",22.9942851820439,1.20449987683027,0.530144288861807,0.0014690376194443,0.015274950294412,"AT3G26070","FBN3a",NA
"AT3G09240",30.4324577889056,1.13226928439091,0.491962016772085,0.00149906441437754,0.0154672167873225,"AT3G09240","BSK9",NA
"ATCG00420",17.9443486619667,1.63170168496098,0.793996171988504,0.00150569412626232,0.0155127189440864,"ATCG00420","NDHJ","Encodes NADH dehydrogenase subunit J.  Its transcription is increased upon sulfur depletion."
"AT1G64110",7.31799467062953,1.89398783991586,0.892828620620401,0.00153701136339256,0.0157118382471421,"AT1G64110","DAA1",NA
"AT4G37690",14.581902556567,1.36172101954846,0.623008640149001,0.00154470986614248,0.0157674717884826,"AT4G37690","GT6",NA
"AT4G34135",55.0810232795939,1.15800465408403,0.519201890935529,0.0016182720299293,0.0162727536592315,"AT4G34135","UGT73B2","The At4g34135 gene encodes a flavonol 7-O-glucosyltransferase (EC 2.4.1.237) that glucosylates also with a 20 fold lower activity flavonols (kaempferol and quercetin) at the 3-O-position."
"AT2G17040",10.5961696416456,1.6161623183309,0.77578487794075,0.00162247535554837,0.0163071995706745,"AT2G17040","anac036","Member of the NAC transcription factor family and more specifically, the ONAC022 subfamily. Involved in leaf and inflorescence stem morphogenesis."
"AT5G12270",13.1519734032093,1.19492882619561,0.535965718006676,0.00165448046891054,0.016478782665643,"AT5G12270",NA,NA
"AT2G44010",210.419767825647,1.08800608466294,0.487613315743905,0.00173776453557087,0.017057102646432,"AT2G44010",NA,NA
"AT3G04181",2.99460505869349,3.19677461030623,1.78978959827864,0.00174452800456184,0.0170595961490874,"AT3G04181",NA,NA
"AT2G07709",1582.90389045404,1.12060629562769,0.499947948969608,0.00176186054461788,0.017181008455097,"AT2G07709",NA,NA
"AT4G19970",5.9005700966197,2.17954669340897,1.07902847322038,0.00181401954273036,0.0175752004310928,"AT4G19970",NA,NA
"AT2G36050",24.9682507205888,1.06977977431521,0.486436333041565,0.00189888370048593,0.018096361665631,"AT2G36050","ATOFP15",NA
"AT3G27630",18.2566629713371,1.19914645308308,0.555788970774462,0.0019085054976866,0.0181347118467123,"AT3G27630","SMR7",NA
"AT4G21970",16.9426173184273,1.23024221360005,0.573692811579161,0.00194672891825167,0.0183769106258732,"AT4G21970",NA,NA
"AT5G44572",88.7104625263707,1.24757428011392,0.602832780337848,0.00196530761531277,0.0184898655271483,"AT5G44572","PROSCOOP6",NA
"AT5G15022",36.6852609182176,1.37616331062317,0.69307267624449,0.00200576524287864,0.0187317924642288,"AT5G15022",NA,NA
"AT1G62333",13.8273945001284,1.22421780682506,0.582439127624901,0.0020378655159692,0.0189387803226109,"AT1G62333",NA,NA
"AT3G02480",12.5915761890678,1.59169431160175,0.80731539351375,0.00204675821577082,0.0189961632367645,"AT3G02480","ABR",NA
"AT1G33280",13.0124393234814,1.35785881186997,0.661576303964889,0.00207277824773768,0.0191653266555691,"AT1G33280","ANAC015","NAC domain protein. SMB, BRN1, and BRN2  act to regulate root cap maturation, in a partially redundant fashion.BRN1 and BRN2, control the cell wall maturation processes that are required to detach root cap layers from the root."
"AT2G41730",11.7934657244507,1.81212091927135,0.961242928724201,0.00208258152024825,0.0192238263507185,"AT2G41730","HRG1",NA
"AT4G22680",33.4023965587169,1.15149761516733,0.547612250461345,0.00209416487138814,0.0192874780874874,"AT4G22680","AtMYB85","Encodes a putative transcription factor (MYB85)."
"AT5G28673",7.31840780408172,1.52706664221377,0.749070458808032,0.00217274017257243,0.0196861151504553,"AT5G28673",NA,NA
"AT5G42510",91.8713687223692,1.01131479395475,0.468262319781519,0.00228119051699126,0.0203552549824871,"AT5G42510","DIR1",NA
"AT1G69588",19.8923748116982,1.22525678874202,0.597376747871261,0.00228678609226103,0.0203846756846704,"AT1G69588","CLE45","Belongs to a large gene family, called CLE for CLAVATA3/ESR-related, encoding small peptides with conserved carboxyl termini"
"AT1G22470",32.6724215843428,1.09570795705916,0.52821011470695,0.00233035513414152,0.0206566230547913,"AT1G22470",NA,NA
"AT1G34050",24.4951181187268,1.2478720947747,0.631016520568063,0.00243303980519005,0.0211840168420326,"AT1G34050",NA,NA
"AT5G48850",917.669690475932,2.34621144128618,1.59026222557656,0.00243206705066037,0.0211840168420326,"AT5G48850","ATSDI1","homologous to the wheat sulphate deficiency-induced gene sdi1. Expression in root and leaf is induced by sulfur starvation. Knockout mutants retained higher root and leaf sulfate concentrations, indicating a role in regulation of stored sulfate pools."
"ATCG00650",14.2425029223526,1.66591496489964,0.936862215684428,0.00246843265193868,0.0213679434271454,"ATCG00650","bS18C","chloroplast-encoded ribosomal protein S18"
"AT1G54790",20.2504018739884,1.03476941737461,0.484754903005458,0.00251319022245545,0.0215857286467461,"AT1G54790",NA,NA
"ATCG00840",22.6817721433402,1.16319177708924,0.5952510390942,0.00273254662804225,0.0226831628689557,"ATCG00840","RPL23","One of two chloroplast genes that encode chloroplast ribosomal protein L23, a constituent of the large subunit of the ribosomal complex"
"ATCG01300",22.6817721433402,1.16319177708924,0.5952510390942,0.00273254662804225,0.0226831628689557,"ATCG01300","RPL23.2","One of two chloroplast genes that encode  chloroplast ribosomal protein L23, a constituent of the large subunit of the ribosomal complex"
"AT1G02030",8.26637031337096,1.53141158370589,0.837064965151488,0.00275218803056735,0.0227892473336789,"AT1G02030",NA,NA
"AT3G47480",11.4059011861258,1.87797719864869,1.10299882268334,0.00281856129574761,0.0232070100671113,"AT3G47480","CML47",NA
"AT4G12350",6.75050812389728,1.53647939404318,0.827967183678516,0.00289321589285967,0.0236276055197427,"AT4G12350","AtMYB42","Encodes a putative transcription factor (MYB42)."
"AT2G18620",69.0921490071379,1.0780048587492,0.544488998962775,0.00290590098148908,0.0236970517222482,"AT2G18620","GGPPS2",NA
"ERCC-00062",3604.09096758373,1.95837590166642,1.32974998841811,0.00294868845284737,0.0239151758217382,"ERCC-00062",NA,NA
"AT4G33145",8.14895312582821,1.77046386164966,1.06026216899273,0.00298641618505629,0.0240797380547217,"AT4G33145",NA,NA
"AT5G52760",19.0303951268852,1.44632209429382,0.82996073835113,0.00300221225235766,0.0241536385583004,"AT5G52760",NA,NA
"AT1G77870",3.66179975589984,2.59501767134526,1.5094777391644,0.00303971956465964,0.024343300379165,"AT1G77870","MUB5",NA
"AT1G43765",17.0147373321259,1.05130926452972,0.523525233366576,0.00307164835336171,0.0245240591685383,"AT1G43765",NA,NA
"AT4G22980",21.0815882807503,1.02100645346987,0.508210379359324,0.00309716946416255,0.0246996025049951,"AT4G22980",NA,NA
"AT4G28088",2.55435689746163,2.87461063375556,1.88161384797782,0.0031012571081075,0.0247227971591566,"AT4G28088",NA,NA
"AT1G07795",14.2258616011166,1.29118105646268,0.712854780200566,0.00310870485167311,0.0247633381155693,"AT1G07795",NA,NA
"AT5G54060",8.94189942353352,2.27367723691077,1.53627460919759,0.00314241169929384,0.0249914710259618,"AT5G54060","UF3GT",NA
"AT3G16360",8.95559024240805,1.51940045534193,0.847293467957029,0.00324237554976451,0.0255509487509824,"AT3G16360","AHP4","Encodes AHP4, a histidine-containing phosphotransmitter involved in Histidine (His)-to-Aspartate (Asp) phosphorelay signal transduction. AHP4 is one of the six Arabidopsis thaliana histidine phosphotransfer proteins (AHPs).  AHPs function as redundant positive regulators of cytokinin signaling.  Members of the AHP gene family include: AT3G21510 (AHP1), AT3G29350 (AHP2), AT5G39340 (AHP3), AT3G16360 (AHP4), AT1G03430 (AHP5) and AT1G80100 (AHP6)."
"ATMG01370",33.8511482608562,1.30616099789046,0.757023148686415,0.00335673673605887,0.0261334357252916,"ATMG01370","ORF111D","hypothetical protein"
"AT3G53470",10.0821280375629,1.2162739976843,0.648709483830261,0.00338367531651147,0.0262457035464223,"AT3G53470",NA,NA
"AT5G17450",20.5043123547001,1.20073413226894,0.645841470597012,0.0034290729066733,0.0265095658411919,"AT5G17450","AtHMP45",NA
"AT2G45450",13.7875760484381,1.01470765588093,0.516248544296294,0.00357810821371782,0.027272050196722,"AT2G45450","ZPR1","ZPR1, a small leucine zipper-containing protein that interacts with REV HD-ZIPIII and is involved in the establishment of leaf polarity."
"AT2G07815",42.4011670062736,1.39364219968275,0.872409358099002,0.00369046877535565,0.0278393052318056,"AT2G07815",NA,NA
"AT4G01890",23.0021914616644,1.09154404667848,0.579559972002244,0.00373494561907497,0.028087112571566,"AT4G01890",NA,NA
"AT5G03890",40.550315124757,1.06290603808377,0.57063528724471,0.00376435988397839,0.0282475194443418,"AT5G03890",NA,NA
"ERCC-00057",18808.120586866,1.73080270636874,1.1888658753785,0.00377007114251832,0.0282701400479396,"ERCC-00057",NA,NA
"AT1G62290",9.0060345212612,1.36170382997904,0.794899260374813,0.00377553102528418,0.0282803525988905,"AT1G62290","AtPaspA2",NA
"AT4G09750",7.46836672162788,1.67291806136412,1.04062336476995,0.00392852533127614,0.0290121073263437,"AT4G09750",NA,NA
"AT2G28650",16.9603719892558,1.04731477548548,0.558092660903321,0.0039625998427378,0.0291609312525345,"AT2G28650","ATEXO70H8","A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree."
"AT3G06520",7.67433609346128,1.30300699819382,0.75703086262853,0.00400732039737318,0.0294075881873735,"AT3G06520",NA,NA
"AT1G62190",4.59083286751062,2.03827573674381,1.22854591865584,0.00402129502428009,0.0294585854224516,"AT1G62190",NA,NA
"AT3G50740",870.863233962698,1.3286301189265,0.837071716089389,0.00409995020525701,0.0298678095911808,"AT3G50740","UGT72E1","UGT72E1 is an UDPG:coniferyl alcohol glucosyltransferase which specifically glucosylates sinapyl- and coniferyl aldehydes. The enzyme is thought to be involved in lignin metabolism."
"AT1G60190",27.8219521584894,1.02953857893363,0.554107047857427,0.0041309528264631,0.030051893462743,"AT1G60190","AtPUB19",NA
"AT2G07747",67.646506254335,1.15270477536891,0.675593587644007,0.00418526011149821,0.0303051992305694,"AT2G07747",NA,NA
"ATCG00480",1985.63305903539,1.38508447109302,0.902989904632126,0.00424429897366239,0.0305478792591162,"ATCG00480","AthCF1beta","chloroplast-encoded gene for beta subunit of ATP synthase"
"AT4G17680",9.85693223112148,1.82676718920052,1.50227183796516,0.00431991455313797,0.0308695734564044,"AT4G17680","EBS1",NA
"AT3G60090",7.75800760629884,1.30121538852505,0.778227637272052,0.00457512382523648,0.0319071656616136,"AT3G60090","VQ26",NA
"ATMG01220",9.74449271782649,1.49830243325834,1.09870154876575,0.0046305918836116,0.0321576870306491,"ATMG01220","ORF113","hypothetical protein"
"AT5G42530",110.968891558569,1.00960090390032,0.564826609599049,0.00470967812628179,0.0324812867090869,"AT5G42530",NA,NA
"AT1G63910",9.45082855109238,1.20200512748843,0.74128129475241,0.00487652668629648,0.0332059949674869,"AT1G63910","AtMYB103","member of MYB3R- and R2R3- type MYB- encoding genes"
"AT5G04000",6.60189515415254,1.54642335770266,1.11492077580446,0.00560867922474575,0.036610077405361,"AT5G04000",NA,NA
"AT1G35255",17.6094780537903,1.00830787901187,0.603673383993754,0.00569050712302238,0.0369715439545359,"AT1G35255",NA,NA
"AT3G28840",9.9667935600705,1.62371920548106,1.41734145690412,0.0057513426564522,0.0372283575594865,"AT3G28840",NA,NA
"AT1G53542",27.0409338157217,1.08643367060045,0.707977689112365,0.00581147873303657,0.0374672395808256,"AT1G53542",NA,NA
"AT4G08555",9.35043458870537,1.36117260294158,1.0181438346698,0.00586138805834115,0.0375809975630522,"AT4G08555",NA,NA
"ATCG00820",94.5397067079904,1.04255766317128,0.653492835948336,0.00585788009065968,0.0375809975630522,"ATCG00820","RPS19","Encodes a 6.8-kDa protein of the small ribosomal subunit."
"AT4G27654",6.2892536218787,1.56388464026951,1.26900575782741,0.00598591163681614,0.0381229111110229,"AT4G27654",NA,NA
"AT1G77765",13.8078210378086,1.2349771161796,0.919749196835739,0.00607894938794719,0.0385514981451001,"AT1G77765",NA,NA
"AT5G04150",16.6785470713722,1.26718393767133,0.97784175319999,0.00614638454009225,0.0388381851318789,"AT5G04150","BHLH101",NA
"AT2G07751",14.3993934050251,1.21882992621474,0.847338811615416,0.00617487214076612,0.0389712129149014,"AT2G07751",NA,NA
"AT1G66700",38.7403811557636,1.04921526907655,0.663249568552485,0.00626611617491769,0.0393575169932068,"AT1G66700","PXMT1","A member of the Arabidopsis SABATH methyltransferase gene family.  Encodes PXMT1, a methyltransferase that methylates 1,7-paraxanthine."
"AT1G24130",4.84510766050521,1.55880316256512,1.23845754709577,0.0062845779914988,0.0394498389729832,"AT1G24130",NA,NA
"AT1G64000",9.17884753646206,1.05298171803294,0.64792926305481,0.00638689920985737,0.0398016910600341,"AT1G64000","ATWRKY56","member of WRKY Transcription Factor; Group II-c"
"AT1G74930",42.0158849801162,1.11652949011475,0.781170020709756,0.00639661428283743,0.0398074844327603,"AT1G74930","ERF018","encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10."
"ATCG00770",83.7838582607832,1.05146088642688,0.692945217943014,0.00640225898129083,0.0398122725184907,"ATCG00770","RPS8","chloroplast 30S ribosomal protein S8"
"AT5G22240",8.37696677729708,1.15450813992995,0.790388125009334,0.00651747058907332,0.0402964577913628,"AT5G22240","ATOFP10",NA
"AT2G19410",4.52758370202742,1.85679355400834,1.69675942779303,0.00653076508161235,0.040349729306222,"AT2G19410","PUB34",NA
"AT1G36640",24.6488806497872,1.04460042670293,0.679496901235265,0.00657085800454584,0.0405190026245024,"AT1G36640","PROSCOOP20",NA
